Medicamento 	Dosis 	Presentación 	Marca 	Farmacía 	Precio 	Dirección 	Comuna 	Región
16348 	Cefalmin 	s/i 	10 COMPRIMIDOS 	INSTITUTO SANITAS S.A. 	Ahumada 	1890 	O´Higgins 561 	Copiapó 	Atacama
16349 	Ciclidon-20 	s/i 	21 GRAGEAS 	GYNOPHARM 	Ahumada 	15590 	O´Higgins 561 	Copiapó 	Atacama
16350 	Dal 	s/i 	28 COMPRIMIDOS 	GYNOPHARM 	Ahumada 	13490 	O´Higgins 561 	Copiapó 	Atacama
16351 	Ecotrin 	100 mg 	28 COMPRIMIDOS 	GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA. 	Ahumada 	8790 	O´Higgins 561 	Copiapó 	Atacama
16352 	Eurogesic Forte 	550 mg 	10 COMPRIMIDOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	5190 	O´Higgins 561 	Copiapó 	Atacama
16353 	Femelle 20 	s/i 	28 COMPRIMIDOS 	GYNOPHARM 	Ahumada 	14890 	O´Higgins 561 	Copiapó 	Atacama
16354 	Fesema LF 	100 mcg 	200 INH. BUCAL 	Etex Farmaceutica Limitada 	Ahumada 	13890 	O´Higgins 561 	Copiapó 	Atacama
16355 	Gynostat 20 	s/i 	21 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	12790 	O´Higgins 561 	Copiapó 	Atacama
16356 	Marvelon 20 	s/i 	21 COMPRIMIDOS 	MERCK SHARP & DOHME CHILE LTDA. 	Ahumada 	15590 	O´Higgins 561 	Copiapó 	Atacama
16357 	Microgynon Cd 	s/i 	28 COMPRIMIDOS 	BAYER S.A. 	Ahumada 	8690 	O´Higgins 561 	Copiapó 	Atacama
16358 	Migranol 	s/i 	10 COMPRIMIDOS 	LABORATORIO BAGO S.A. 	Ahumada 	1690 	O´Higgins 561 	Copiapó 	Atacama
16359 	Parox Meltab 	500 mg 	12 COMPRIMIDOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	5990 	O´Higgins 561 	Copiapó 	Atacama
16360 	GLIBENCLAMIDA 	5 mg 	30 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	390 	Cordovez 651 	La Serena 	Coquimbo
16361 	GLIBENCLAMIDA 	5 mg 	60 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	1090 	Cordovez 651 	La Serena 	Coquimbo
16362 	AZITROMICINA 	500 mg 	3 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	1490 	Cordovez 651 	La Serena 	Coquimbo
16363 	AZITROMICINA 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	2390 	Cordovez 651 	La Serena 	Coquimbo
16364 	ACICLOVIR 	400 mg 	35 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Ahumada 	6290 	Cordovez 651 	La Serena 	Coquimbo
16365 	EUROGESIC ADULTO 	550 mg 	10 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Ahumada 	5190 	Cordovez 651 	La Serena 	Coquimbo
16366 	EUROMICINA 	500 mg 	14 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Ahumada 	22690 	Cordovez 651 	La Serena 	Coquimbo
16367 	EUROMICINA 	500 mg 	20 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Ahumada 	22690 	Cordovez 651 	La Serena 	Coquimbo
16368 	CIBLEX 	30 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Ahumada 	47590 	Cordovez 651 	La Serena 	Coquimbo
16369 	TENSIOMAX 	10 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Ahumada 	5590 	Cordovez 651 	La Serena 	Coquimbo
16370 	LIVERTOX 	20 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Ahumada 	2290 	Cordovez 651 	La Serena 	Coquimbo
16371 	LOSAPRES 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	22990 	Cordovez 651 	La Serena 	Coquimbo
16372 	LOSAPRES 	50 mg 	60 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	27690 	Cordovez 651 	La Serena 	Coquimbo
16373 	SYNDOL 	30 mg/mL 	5 SOLUCIÓN INYECTABLE 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	16090 	Cordovez 651 	La Serena 	Coquimbo
16374 	SOMNO 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Ahumada 	30790 	Cordovez 651 	La Serena 	Coquimbo
16375 	TREX 	500 mg 	3 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Ahumada 	13190 	Cordovez 651 	La Serena 	Coquimbo
16376 	TREX 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Ahumada 	13190 	Cordovez 651 	La Serena 	Coquimbo
16377 	ALFIN 	50 mg 	5 COMPRIMIDOS RECUBIERTOS 	INSTITUTO SANITAS S.A. 	Ahumada 	8990 	Cordovez 651 	La Serena 	Coquimbo
16378 	TRAVIATA 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	39790 	Cordovez 651 	La Serena 	Coquimbo
16379 	REMITEX 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Ahumada 	13790 	Cordovez 651 	La Serena 	Coquimbo
16380 	MUS 	500 mg 	20 COMPRIMIDOS RECUBIERTOS 	INTERPHARMA S.A. 	Ahumada 	5990 	Cordovez 651 	La Serena 	Coquimbo
16381 	D-HISTAPLUS 	5 mg 	30 COMPRIMIDOS 	LABORATORIO PASTEUR S.A. 	Ahumada 	7490 	Cordovez 651 	La Serena 	Coquimbo
16382 	VIORA 	s/i 	21 COMPRIMIDOS RECUBIERTOS 	EXELTIS CHILE S.p.A. 	Ahumada 	15290 	Cordovez 651 	La Serena 	Coquimbo
16383 	ASVENTOL 	10 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Ahumada 	36590 	Cordovez 651 	La Serena 	Coquimbo
16384 	IBUPROFENO 	400 mg 	20 COMPRIMIDOS RECUBIERTOS 	OPKO CHILE S.A. 	Ahumada 	1290 	Cordovez 651 	La Serena 	Coquimbo
16385 	DEPRAX 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	25090 	Cordovez 651 	La Serena 	Coquimbo
16386 	CEFADROXILO 	500 mg 	8 CÁPSULAS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	1990 	Cordovez 651 	La Serena 	Coquimbo
16387 	CIMAL 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Ahumada 	32990 	Cordovez 651 	La Serena 	Coquimbo
16388 	SPIRON 	1 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	28390 	Cordovez 651 	La Serena 	Coquimbo
16389 	FELSOL 	150 mg 	2 CÁPSULAS 	LABORATORIO PASTEUR S.A. 	Ahumada 	8590 	Cordovez 651 	La Serena 	Coquimbo
16390 	FELSOL 	150 mg 	4 CÁPSULAS 	LABORATORIO PASTEUR S.A. 	Ahumada 	12790 	Cordovez 651 	La Serena 	Coquimbo
16391 	CLOZANIL 	 0,5 mg 	30 COMPRIMIDOS 	INSTITUTO SANITAS S.A. 	Ahumada 	3890 	Cordovez 651 	La Serena 	Coquimbo
16392 	LIFTER 	100 mg 	5 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	30590 	Cordovez 651 	La Serena 	Coquimbo
16393 	DUALTEN 	12,5 mg 	30 COMPRIMIDOS 	EUROLAB LTDA. 	Ahumada 	16790 	Cordovez 651 	La Serena 	Coquimbo
16394 	ZOPICLONA 	 7,5 mg 	30 COMPRIMIDOS RECUBIERTOS 	INTERPHARMA S.A. 	Ahumada 	2790 	Cordovez 651 	La Serena 	Coquimbo
16395 	IMPLICANE 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Ahumada 	19590 	Cordovez 651 	La Serena 	Coquimbo
16396 	CARBAMAZEPINA 	200 mg 	20 COMPRIMIDOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	2190 	Cordovez 651 	La Serena 	Coquimbo
16397 	DUALTEN 	6,25 mg 	30 COMPRIMIDOS 	EUROLAB LTDA. 	Ahumada 	8290 	Cordovez 651 	La Serena 	Coquimbo
16398 	ENALTEN 	20 mg 	30 COMPRIMIDOS 	EUROLAB LTDA. 	Ahumada 	21420 	Cordovez 651 	La Serena 	Coquimbo
16399 	SICADOL 	500 mg 	10 COMPRIMIDOS 	SYNTHON CHILE LTDA. 	Ahumada 	4690 	Cordovez 651 	La Serena 	Coquimbo
16400 	SICADOL 	500 mg 	20 COMPRIMIDOS 	SYNTHON CHILE LTDA. 	Ahumada 	4690 	Cordovez 651 	La Serena 	Coquimbo
16401 	ACTAN 	20 mg 	60 CÁPSULAS 	EUROLAB LTDA. 	Ahumada 	32290 	Cordovez 651 	La Serena 	Coquimbo
16402 	ENALTEN 	10 mg 	30 COMPRIMIDOS 	EUROLAB LTDA. 	Ahumada 	19490 	Cordovez 651 	La Serena 	Coquimbo
16403 	CARBAMAZEPINA 	200 mg 	20 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Ahumada 	2190 	Cordovez 651 	La Serena 	Coquimbo
16404 	SULIX 	 0,4 mg 	60 COMPRIMIDOS DE LIBERACIÓN PROLONGADA 	SYNTHON CHILE LTDA. 	Ahumada 	23990 	Cordovez 651 	La Serena 	Coquimbo
16405 	CLORFENAMINA MALEATO 	 4 mg 	20 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Ahumada 	690 	Cordovez 651 	La Serena 	Coquimbo
16406 	SIBILLA 	s/i 	21 COMPRIMIDOS RECUBIERTOS 	COMERCIAL GEDEON RICHTER (CHILE) LTDA. 	Ahumada 	9490 	Cordovez 651 	La Serena 	Coquimbo
16407 	LEVEVITAE 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Ahumada 	16790 	Cordovez 651 	La Serena 	Coquimbo
16408 	QUETIAPINA 	300 mg 	30 COMPRIMIDOS RECUBIERTOS 	ASCEND LABORATORIES S.p.A. 	Ahumada 	29990 	Cordovez 651 	La Serena 	Coquimbo
16409 	SERTAC 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	22090 	Cordovez 651 	La Serena 	Coquimbo
16410 	SERTRALINA 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	2690 	Cordovez 651 	La Serena 	Coquimbo
16411 	SERTAC 	50 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	21190 	Cordovez 651 	La Serena 	Coquimbo
16412 	IBUPROFENO 	600 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS MDK S.A. 	Ahumada 	1590 	Cordovez 651 	La Serena 	Coquimbo
16413 	IBUFAS-T 	600 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS MDK S.A. 	Ahumada 	3190 	Cordovez 651 	La Serena 	Coquimbo
16414 	AMOLEX DUO 875/125 	875/125 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	22190 	Cordovez 651 	La Serena 	Coquimbo
16415 	AMOLEX DUO 875/125 	875/125 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	24590 	Cordovez 651 	La Serena 	Coquimbo
16416 	MADOZIDE 	200/50 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Ahumada 	17890 	Cordovez 651 	La Serena 	Coquimbo
16417 	METFORMINA CLORHIDRATO 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS MDK S.A. 	Ahumada 	2290 	Cordovez 651 	La Serena 	Coquimbo
16418 	METFORMINA CLORHIDRATO 	850 mg 	60 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS MDK S.A. 	Ahumada 	4690 	Cordovez 651 	La Serena 	Coquimbo
16419 	ORALNE 	 5 mg 	30 CÁPSULAS BLANDAS 	DEUTSCHE PHARMA S.A. 	Ahumada 	21090 	Cordovez 651 	La Serena 	Coquimbo
16420 	CIPROFLOXACINO 	500 mg 	6 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Ahumada 	890 	Cordovez 651 	La Serena 	Coquimbo
16421 	ATORVASTATINA 	 10 mg 	30 COMPRIMIDOS RECUBIERTOS 	OPKO CHILE S.A. 	Ahumada 	2290 	Cordovez 651 	La Serena 	Coquimbo
16422 	MIO-RELAX 	10 mg 	10 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Ahumada 	3490 	Cordovez 651 	La Serena 	Coquimbo
16423 	MIO-RELAX 	10 mg 	20 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Ahumada 	4190 	Cordovez 651 	La Serena 	Coquimbo
16424 	IBUPROFENO 	600 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	1590 	Cordovez 651 	La Serena 	Coquimbo
16425 	PICLOKARE 	75 mg 	28 COMPRIMIDOS RECUBIERTOS 	ETEX FARMACÉUTICA LTDA. 	Ahumada 	31890 	Cordovez 651 	La Serena 	Coquimbo
16426 	HIPOGLUCIN 	750 mg 	30 COMPRIMIDOS DE LIBERACIÓN PROLONGADA 	LABORATORIO CHILE S.A. 	Ahumada 	11990 	Cordovez 651 	La Serena 	Coquimbo
16427 	HIPOGLUCIN 	750 mg 	60 COMPRIMIDOS DE LIBERACIÓN PROLONGADA 	LABORATORIO CHILE S.A. 	Ahumada 	23990 	Cordovez 651 	La Serena 	Coquimbo
16428 	AZYMOL 	 5 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Ahumada 	33290 	Cordovez 651 	La Serena 	Coquimbo
16429 	FAMOTIDINA 	40 mg 	10 COMPRIMIDOS RECUBIERTOS 	OPKO CHILE S.A. 	Ahumada 	790 	Cordovez 651 	La Serena 	Coquimbo
16430 	NEURYL 	 0,5 mg 	30 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Ahumada 	6690 	Cordovez 651 	La Serena 	Coquimbo
16431 	VASTUS 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Ahumada 	15490 	Cordovez 651 	La Serena 	Coquimbo
16432 	IBANOX 	150 mg 	1 COMPRIMIDOS RECUBIERTOS 	LABORATORIO PASTEUR S.A. 	Ahumada 	20090 	Cordovez 651 	La Serena 	Coquimbo
16433 	RISPYL 	 3 mg 	20 COMPRIMIDOS RECUBIERTOS 	AXON PHARMA S.p.A. 	Ahumada 	26290 	Cordovez 651 	La Serena 	Coquimbo
16434 	ENALAPRIL MALEATO 	10 mg 	20 COMPRIMIDOS 	OPKO CHILE S.A. 	Ahumada 	590 	Cordovez 651 	La Serena 	Coquimbo
16435 	DOMPERIDONA 	10 mg 	20 COMPRIMIDOS 	OPKO CHILE S.A. 	Ahumada 	1190 	Cordovez 651 	La Serena 	Coquimbo
16436 	NEO-ALLEDRYL 	 5 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS PRATER S.A. 	Ahumada 	7390 	Cordovez 651 	La Serena 	Coquimbo
16437 	BIOPSOL 	0,25 mg 	30 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Ahumada 	13390 	Cordovez 651 	La Serena 	Coquimbo
16438 	SIXACINA 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	SYNTHON CHILE LTDA. 	Ahumada 	7590 	Cordovez 651 	La Serena 	Coquimbo
16439 	MAILEN 	5 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	13290 	Cordovez 651 	La Serena 	Coquimbo
16440 	ALEXIA FORTE 	180 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	12990 	Cordovez 651 	La Serena 	Coquimbo
16441 	ALEXIA FORTE 	180 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	25790 	Cordovez 651 	La Serena 	Coquimbo
16442 	ZENTIUS 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	19390 	Cordovez 651 	La Serena 	Coquimbo
16443 	TOPREL 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Ahumada 	59390 	Cordovez 651 	La Serena 	Coquimbo
16444 	ECTIBAN 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	34990 	Cordovez 651 	La Serena 	Coquimbo
16445 	ECTIBAN 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	15490 	Cordovez 651 	La Serena 	Coquimbo
16446 	VALAPLEX 	80 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	16990 	Cordovez 651 	La Serena 	Coquimbo
16447 	VALAPLEX 	160 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	17090 	Cordovez 651 	La Serena 	Coquimbo
16448 	PROCION 	20 mg 	20 COMPRIMIDOS 	MEDIPHARM LTDA. 	Ahumada 	6690 	Cordovez 651 	La Serena 	Coquimbo
16449 	HIPOLIXAN 	40 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIO PASTEUR S.A. 	Ahumada 	22690 	Cordovez 651 	La Serena 	Coquimbo
16450 	CORODIN 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS LAFI LTDA. 	Ahumada 	20390 	Cordovez 651 	La Serena 	Coquimbo
16451 	QUETIDIN 	25 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Ahumada 	25690 	Cordovez 651 	La Serena 	Coquimbo
16452 	HIDROCLOROTIAZIDA 	50 mg 	20 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Ahumada 	1290 	Cordovez 651 	La Serena 	Coquimbo
16453 	IPRAN 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Ahumada 	26490 	Cordovez 651 	La Serena 	Coquimbo
16454 	IPRAN 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Ahumada 	47390 	Cordovez 651 	La Serena 	Coquimbo
16455 	LINFONEX 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS RECALCINE S.A. 	Ahumada 	63890 	Cordovez 651 	La Serena 	Coquimbo
16456 	LOSAPRES 	100 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	17390 	Cordovez 651 	La Serena 	Coquimbo
16457 	CARVEDILOL 	25 mg 	30 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Ahumada 	4990 	Cordovez 651 	La Serena 	Coquimbo
16458 	CEUMID 	500 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	23790 	Cordovez 651 	La Serena 	Coquimbo
16459 	CEUMID 	1000 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	37290 	Cordovez 651 	La Serena 	Coquimbo
16460 	CLARITROMICINA 	500 mg 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	5190 	Cordovez 651 	La Serena 	Coquimbo
16461 	MOXAVAL 	400 mg 	7 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	37990 	Cordovez 651 	La Serena 	Coquimbo
16462 	MOXAVAL 	400 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	47990 	Cordovez 651 	La Serena 	Coquimbo
16463 	CLENTEL 	75 mg 	30 COMPRIMIDOS RECUBIERTOS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	24290 	Cordovez 651 	La Serena 	Coquimbo
16464 	ACEBRON 	4 mg 	20 COMPRIMIDOS 	LABORATORIOS RECALCINE S.A. 	Ahumada 	18990 	Cordovez 651 	La Serena 	Coquimbo
16465 	LEVOFLOXACINO 	500 mg 	7 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	5290 	Cordovez 651 	La Serena 	Coquimbo
16466 	ISDIBEN 20 	20 mg 	30 CÁPSULAS BLANDAS 	ISDIN CHILE LTDA. 	Ahumada 	53690 	Cordovez 651 	La Serena 	Coquimbo
16467 	SULIX 	 0,4 mg 	60 CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 	SYNTHON CHILE LTDA. 	Ahumada 	23990 	Cordovez 651 	La Serena 	Coquimbo
16468 	ILTUX 	40 mg 	28 COMPRIMIDOS RECUBIERTOS 	TECNOFARMA S.A. 	Ahumada 	16490 	Cordovez 651 	La Serena 	Coquimbo
16469 	NEURYL 	 2 mg 	30 COMPRIMIDOS 	LABORATORIO BAGÓ DE CHILE S.A. 	Ahumada 	11190 	Cordovez 651 	La Serena 	Coquimbo
16470 	LIFTER 	50 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS SAVAL S.A. 	Ahumada 	26290 	Cordovez 651 	La Serena 	Coquimbo
16471 	BETAPLEX 	12,5 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Ahumada 	15990 	Cordovez 651 	La Serena 	Coquimbo
16472 	GLIFORTEX 	850 mg 	30 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	9090 	Cordovez 651 	La Serena 	Coquimbo
16473 	GLIFORTEX 	850 mg 	60 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	14590 	Cordovez 651 	La Serena 	Coquimbo
16474 	IBUPIRAC LC 	400 mg 	20 CÁPSULAS BLANDAS 	CHEMOPHARMA S.A. 	Ahumada 	4290 	Cordovez 651 	La Serena 	Coquimbo
16475 	LETROVITAE 	2,5 mg 	30 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Ahumada 	41690 	Cordovez 651 	La Serena 	Coquimbo
16476 	AMOXICILINA / ÁCIDO CLAVULANICO 875/125 	875/125 	14 COMPRIMIDOS RECUBIERTOS 	ASCEND LABORATORIES S.p.A. 	Ahumada 	12590 	Cordovez 651 	La Serena 	Coquimbo
16477 	LUCASTE 	 5 mg 	30 COMPRIMIDOS MASTICABLES 	EUROFARMA CHILE S.A. 	Ahumada 	16490 	Cordovez 651 	La Serena 	Coquimbo
16478 	OLEXAR 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	INDOPHARMA S.A. 	Ahumada 	22990 	Cordovez 651 	La Serena 	Coquimbo
16479 	VALVITAE PLUS 	80/12,5 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Ahumada 	14500 	Cordovez 651 	La Serena 	Coquimbo
16480 	VALVITAE PLUS 	160/25 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Ahumada 	14990 	Cordovez 651 	La Serena 	Coquimbo
16481 	CERCIORA T 	0,75 mg 	2 COMPRIMIDOS 	EXELTIS CHILE S.p.A. 	Ahumada 	12990 	Cordovez 651 	La Serena 	Coquimbo
16482 	AMOXICILINA / ÁCIDO CLAVULANICO 875/125 	875/125 	14 COMPRIMIDOS RECUBIERTOS 	LABORATORIOS MDK S.A. 	Ahumada 	12590 	Cordovez 651 	La Serena 	Coquimbo
16483 	VALVITAE 	80 mg 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Ahumada 	14790 	Cordovez 651 	La Serena 	Coquimbo
16484 	VALVITAE 	160 mg 	28 COMPRIMIDOS RECUBIERTOS 	GALENICUM HEALTH CHILE S.p.A. 	Ahumada 	14290 	Cordovez 651 	La Serena 	Coquimbo
16485 	ESC 	10 mg 	30 COMPRIMIDOS RECUBIERTOS 	EUROFARMA CHILE S.A. 	Ahumada 	11990 	Cordovez 651 	La Serena 	Coquimbo
16486 	COXDOS 	200 mg 	10 CÁPSULAS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	12290 	Cordovez 651 	La Serena 	Coquimbo
16487 	COXDOS 	200 mg 	30 CÁPSULAS 	LABORATORIOS ANDRÓMACO S.A. 	Ahumada 	31690 	Cordovez 651 	La Serena 	Coquimbo
16488 	CARDIOLEN 	80 mg 	20 CÁPSULAS 	INSTITUTO SANITAS S.A. 	Ahumada 	15490 	Cordovez 651 	La Serena 	Coquimbo
16489 	DIAZEPAM 	10 mg 	20 COMPRIMIDOS 	LABORATORIO CHILE S.A. 	Ahumada 	790 	Cordovez 651 	La Serena 	Coquimbo
16490 	ENALTEN 	 5 mg 	30 COMPRIMIDOS 	EUROLAB LTDA. 	Ahumada 	17590 	Cordovez 651 	La Serena 	Coquimbo
16491 	LOWDEN 	20 mg 	30 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Ahumada 	26990 	Cordovez 651 	La Serena 	Coquimbo
16492 	LOWDEN 	20 mg 	60 COMPRIMIDOS RECUBIERTOS 	EUROLAB LTDA. 	Ahumada 	26990 	Cordovez 651 	La Serena 	Coquimbo
16493 	LAFIGIN 	25 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Ahumada 	15460 	Cordovez 651 	La Serena 	Coquimbo
16494 	LAFIGIN 	50 mg 	30 COMPRIMIDOS 	LABORATORIOS LAFI LTDA. 	Ahumada 	28290 	Cordovez 651 	La Serena 	Coquimbo
16495 	INFLADER 	10 mg 	30 CÁPSULAS BLANDAS 	PHARMA INVESTI DE CHILE S.A. 	Ahumada 	23690 	Cordovez 651 	La Serena 	Coquimbo
16496 	DEZARTAL 	6 mg 	30 COMPRIMIDOS 	GRÜNENTHAL CHILENA LTDA. 	Ahumada 	30290 	Cordovez 651 	La Serena 	Coquimbo
16497 	FAMOTIDINA 	20 mg 	20 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	790 	Cordovez 651 	La Serena 	Coquimbo
16498 	FAMOTIDINA 	40 mg 	10 COMPRIMIDOS RECUBIERTOS 	LABORATORIO CHILE S.A. 	Ahumada 	790 	Cordovez 651 	La Serena 	Coquimbo
16499 	GESIX 	200 mg 	10 CÁPSULAS 	LABORATORIOS SAVAL S.A. 	Ahumada 	9490 	Cordovez 651 	La Serena 	Coquimbo
16500 	LADEE 	s/i 	28 COMPRIMIDOS RECUBIERTOS 	EXELTIS CHILE S.p.A. 	Ahumada 	15090 	Cordovez 651 	La Serena 	Coquimbo
